Label,Start date,End date,Duration (days),Template size (px),Template size (m),Pixel spacing (px),Pixel spacing (m),Prefilter,Subpixel,Software,Vx,Vy,Assigned-x-error,Assigned-y-error,SAV-uncertainty-x,SAV-uncertainty-y,SAV-peak-x,SAV-peak-y,SAV-outlier-percent,pt0_vxavg,pt0_vxgps,pt0_vyavg,pt0_vygps,pt1_vxavg,pt1_vxgps,pt1_vyavg,pt1_vygps,pt2_vxavg,pt2_vxgps,pt2_vyavg,pt2_vygps,pt0_vxdiff,pt0_vxavgdiff,pt0_vydiff,pt0_vyavgdiff,pt1_vxdiff,pt1_vxavgdiff,pt1_vydiff,pt1_vyavgdiff,pt2_vxdiff,pt2_vxavgdiff,pt2_vydiff,pt2_vyavgdiff,pt0_vavg,pt0_vgps,pt0_vdiff,pt0_verr,pt1_vavg,pt1_vgps,pt1_vdiff,pt1_verr,pt2_vavg,pt2_vgps,pt2_vdiff,pt2_verr,LSR-uncertainty-nm,LSR-uncertainty-sh
Sen2-20180722-20180727,20180722,20180727,5,,varying (240-480),,120,ITS_LIVE (5x5 Wallis operator),ITS_LIVE (16-node oversampling),ITS_LIVE (autoRIFT),/home/jovyan/Projects/PX_comparison/PX/ITS_LIVE/S2B_7VFH_20180722_0_L1C_X_S2A_7VFH_20180727_0_L1C_G0120V02_P090.nc_vx.tif,/home/jovyan/Projects/PX_comparison/PX/ITS_LIVE/S2B_7VFH_20180722_0_L1C_X_S2A_7VFH_20180727_0_L1C_G0120V02_P090.nc_vy.tif,76.0,71.5,58.95959131277702,63.02577002400302,-1.9669106443869993,-0.03308935561300075,22.254746835443036,219.88888549804688,92.80763140367344,-260.0,269.2174991747597,,,,,,,,,148.19236859632656,127.08125409437343,-28.782500825240277,9.217499174759723,,,,,,,,,341.22222900390625,257.43855209675786,83.78367690714839,73.33333587646484,,,,,,,,,2.348344104529154,1.9814153381964736
Sen2-20180729-20180818,20180729,20180818,20,,varying (240-480),,120,ITS_LIVE (5x5 Wallis operator),ITS_LIVE (16-node oversampling),ITS_LIVE (autoRIFT),/home/jovyan/Projects/PX_comparison/PX/ITS_LIVE/S2B_7VFH_20180729_0_L1C_X_S2B_7VFH_20180818_0_L1C_G0120V02_P091.nc_vx.tif,/home/jovyan/Projects/PX_comparison/PX/ITS_LIVE/S2B_7VFH_20180729_0_L1C_X_S2B_7VFH_20180818_0_L1C_G0120V02_P091.nc_vy.tif,24.8,20.0,25.687939383940375,28.440218603648276,-4.5871320328464975,3.7522792197079013,32.321528948847664,149.6666717529297,159.8024181209039,-138.22222900390625,148.98169085822883,-126.88888549804688,134.52529505023267,-142.3333282470703,163.04727474330866,,,,,-1.8024181209038943,-10.135746367974207,6.981690858228831,10.75946185432258,5.525295050232671,7.636409552185796,26.047274743308662,20.71394649623835,,,,,204.0,210.94532842048167,-6.9453284204816725,22.66666603088379,191.77777099609375,204.0183360386419,-12.240565042548155,22.22222137451172,,,,,1.2633186867101927,1.1410620396092064
Sen2-20180801-20180811,20180801,20180811,10,,varying (240-480),,120,ITS_LIVE (5x5 Wallis operator),ITS_LIVE (16-node oversampling),ITS_LIVE (autoRIFT),/home/jovyan/Projects/PX_comparison/PX/ITS_LIVE/S2B_7VFH_20180801_0_L1C_X_S2B_7VFH_20180811_0_L1C_G0120V02_P077.nc_vx.tif,/home/jovyan/Projects/PX_comparison/PX/ITS_LIVE/S2B_7VFH_20180801_0_L1C_X_S2B_7VFH_20180811_0_L1C_G0120V02_P077.nc_vy.tif,39.1,33.8,41.70414109052437,23.04702533950031,1.0974773971190643,-0.9025226028809357,25.7202304737516,85.55555725097656,162.42835322231986,-74.44444274902344,156.11790768154606,-92.33333587646484,132.13329158979468,-195.88888549804688,164.64187029394088,56.33333206176758,120.66809298656881,-83.66666412353516,151.5421467821434,-78.42835322231986,-76.8727959713433,79.11790768154606,81.67346493252262,75.13329158979468,39.79995571332984,55.64187029394088,-31.247015204105992,-66.66809298656881,-64.33476092480123,84.54214678214339,67.87548265860823,115.11111450195312,217.46401529545443,-102.3529007935013,36.77777862548828,228.88888549804688,203.7548997053723,25.133985792674565,35.33333206176758,102.33333587646484,186.94169772479285,-84.608361848328,35.83333206176758,1.5542713644554562,1.303582434704576
Sen2-20180811-20180831,20180811,20180831,20,,varying (240-480),,120,ITS_LIVE (5x5 Wallis operator),ITS_LIVE (16-node oversampling),ITS_LIVE (autoRIFT),/home/jovyan/Projects/PX_comparison/PX/ITS_LIVE/S2B_7VFH_20180811_0_L1C_X_S2B_7VFH_20180831_0_L1C_G0120V02_P028.nc_vx.tif,/home/jovyan/Projects/PX_comparison/PX/ITS_LIVE/S2B_7VFH_20180811_0_L1C_X_S2B_7VFH_20180831_0_L1C_G0120V02_P028.nc_vy.tif,33.4,29.6,37.848589665372636,36.586970009860224,-11.784858966537257,-2.261619655512419,30.641592920353983,,152.76365105365403,,146.23869595129509,-150.22222900390625,140.74478047387674,-177.11111450195312,166.47552350926708,47.11111068725586,120.08495933690574,-101.44444274902344,148.46722535139997,,,,,-1.2552195261232555,-9.477448530029505,8.475523509267077,-10.635590992686048,-84.08495933690574,-72.97384864964988,53.467225351399975,47.02278260237654,,204.1304510480272,,,232.55555725097656,210.40604751083697,22.149509740139592,31.0,114.66666412353516,184.27521513470464,-69.60855101116948,30.44444465637207,0.8848882788300764,0.9480945844607962
Sen2-20180818-20180917,20180818,20180917,30,,varying (240-480),,120,ITS_LIVE (5x5 Wallis operator),ITS_LIVE (16-node oversampling),ITS_LIVE (autoRIFT),/home/jovyan/Projects/PX_comparison/PX/ITS_LIVE/S2B_7VFH_20180818_0_L1C_X_S2B_7VFH_20180917_0_L1C_G0120V02_P088.nc_vx.tif,/home/jovyan/Projects/PX_comparison/PX/ITS_LIVE/S2B_7VFH_20180818_0_L1C_X_S2B_7VFH_20180917_0_L1C_G0120V02_P088.nc_vy.tif,32.9,22.8,40.71174912001661,32.07592354910399,-13.635825570912615,9.7010681018197,23.3885659755357,103.0,134.82638916854438,-137.22222900390625,133.77343496971784,-140.22222900390625,113.35198177125616,-143.77777099609375,145.45231066757697,,,,,-33.82638916854438,-31.82638916854438,-6.22656503028216,-3.44879403418841,-38.64801822874384,-26.870247232650087,0.4523106675769668,1.6745396714832168,,,,,171.77777099609375,183.29887343694534,-11.521102440851593,26.88888931274414,201.55555725097656,177.9823962296244,23.57316102135215,28.11111068725586,,,,,0.6938571629774319,0.7177832720456192
Sen2-20180831-20180910,20180831,20180910,10,,varying (240-480),,120,ITS_LIVE (5x5 Wallis operator),ITS_LIVE (16-node oversampling),ITS_LIVE (autoRIFT),/home/jovyan/Projects/PX_comparison/PX/ITS_LIVE/S2B_7VFH_20180831_0_L1C_X_S2B_7VFH_20180910_0_L1C_G0120V02_P033.nc_vx.tif,/home/jovyan/Projects/PX_comparison/PX/ITS_LIVE/S2B_7VFH_20180831_0_L1C_X_S2B_7VFH_20180910_0_L1C_G0120V02_P033.nc_vy.tif,65.7,52.0,82.0364088955474,87.69409226765411,-2.8288416860533516,0.17115831394664838,25.849673202614383,,125.41393956798129,,122.66951487101323,-118.44444274902344,91.88952717394568,-54.77777862548828,126.67618094985664,33.11111068725586,100.2442972722929,-95.33333587646484,117.86497818079079,,,,,-24.11047282605432,-26.554915575077757,94.67618094985664,71.89840232436836,-59.2442972722929,-67.13318658503704,46.864978180790786,22.531642304325942,,169.33795077961324,,,132.44444274902344,151.04436224755887,-18.599919498535428,63.33333206176758,102.33333587646484,149.31833129721196,-46.98499542074711,54.11111068725586,1.7261818379240579,1.5104091081835507
Sen2-20180910-20180920,20180910,20180920,10,,varying (240-480),,120,ITS_LIVE (5x5 Wallis operator),ITS_LIVE (16-node oversampling),ITS_LIVE (autoRIFT),/home/jovyan/Projects/PX_comparison/PX/ITS_LIVE/S2B_7VFH_20180910_0_L1C_X_S2B_7VFH_20180920_0_L1C_G0120V02_P053.nc_vx.tif,/home/jovyan/Projects/PX_comparison/PX/ITS_LIVE/S2B_7VFH_20180910_0_L1C_X_S2B_7VFH_20180920_0_L1C_G0120V02_P053.nc_vy.tif,73.9,71.4,95.278771151358,95.278771151358,-18.527877115135794,3.1759590383786076,25.0593471810089,11.11111068725586,114.07858551526442,-111.11111450195312,118.56917359612999,-162.5,87.56384624610655,-28.0,117.05542066269845,-5.222222328186035,95.06250872486271,-57.33333206176758,113.0993679651292,-124.07858551526442,-102.96747482800856,23.569173596129986,7.4580590941768605,,-74.93615375389345,,89.05542066269845,-133.0625087248627,-100.28473105304874,98.0993679651292,55.766035903361626,113.11111450195312,158.82166749694215,-45.71055299498903,71.22222137451172,166.0,141.09169664562518,24.908303354374823,74.0,82.44444274902344,142.57776830748682,-60.13332555846338,72.77777862548828,1.8708923392749433,1.3756561318198113
Sen2-20180917-20181002,20180917,20181002,15,,varying (240-480),,120,ITS_LIVE (5x5 Wallis operator),ITS_LIVE (16-node oversampling),ITS_LIVE (autoRIFT),/home/jovyan/Projects/PX_comparison/PX/ITS_LIVE/S2B_7VFH_20180917_0_L1C_X_S2A_7VFH_20181002_0_L1C_G0120V02_P090.nc_vx.tif,/home/jovyan/Projects/PX_comparison/PX/ITS_LIVE/S2B_7VFH_20180917_0_L1C_X_S2A_7VFH_20181002_0_L1C_G0120V02_P090.nc_vy.tif,54.4,45.0,73.46944327276843,83.96507802602105,-32.11954344156581,-18.87172606493948,20.536100302637266,46.44444274902344,110.51214116625488,-124.44444274902344,116.18373860786475,-168.0,85.11709787851821,-74.0,108.20034027428483,41.33333206176758,94.09841100623211,-120.44444274902344,111.12871930318458,-64.51214116625488,-64.06769841723144,-17.816261392135246,-8.260704141158683,-57.88290212148179,-82.88290212148179,70.20034027428483,34.20034027428483,-55.09841100623211,-52.765078944464534,-13.871280696815418,-9.315723445838856,133.0,154.77811369499966,-21.77811369499966,46.22222137451172,187.3333282470703,132.87261387077285,54.46071437629746,52.77777862548828,128.3333282470703,140.52428532014358,-12.190957073073264,46.11111068725586,1.3446573468028789,1.2579052599123706
Sen2-20180920-20180930,20180920,20180930,10,,varying (240-480),,120,ITS_LIVE (5x5 Wallis operator),ITS_LIVE (16-node oversampling),ITS_LIVE (autoRIFT),/home/jovyan/Projects/PX_comparison/PX/ITS_LIVE/S2B_7VFH_20180920_0_L1C_X_S2B_7VFH_20180930_0_L1C_G0120V02_P057.nc_vx.tif,/home/jovyan/Projects/PX_comparison/PX/ITS_LIVE/S2B_7VFH_20180920_0_L1C_X_S2B_7VFH_20180930_0_L1C_G0120V02_P057.nc_vy.tif,78.2,63.7,89.86318574406062,83.87230669445657,-3.986318574406056,9.99543952480201,26.119510439164866,95.88888549804688,111.7923323342111,-127.55555725097656,117.74289109723759,,86.52007564716041,,111.10616996191675,-9.88888931274414,94.47784336376935,-160.88888549804688,112.31666199122265,-15.792332334211096,-15.903446836164221,-7.257108902762411,-9.812666153738974,,,,,-88.47784336376935,-104.3667326765135,-59.683338008777355,-48.57222350682423,160.11111450195312,156.72030914014064,3.3908053618124825,69.11111450195312,,135.9158055713126,,,172.77777099609375,141.6365455617029,31.14122543439086,66.0,2.061068082418054,1.6863284310693167
Sen2-20180930-20181005,20180930,20181005,5,,varying (240-480),,120,ITS_LIVE (5x5 Wallis operator),ITS_LIVE (16-node oversampling),ITS_LIVE (autoRIFT),/home/jovyan/Projects/PX_comparison/PX/ITS_LIVE/S2B_7VFH_20180930_0_L1C_X_S2A_7VFH_20181005_0_L1C_G0120V02_P062.nc_vx.tif,/home/jovyan/Projects/PX_comparison/PX/ITS_LIVE/S2B_7VFH_20180930_0_L1C_X_S2A_7VFH_20181005_0_L1C_G0120V02_P062.nc_vy.tif,103.5,93.5,75.88787787203856,75.88787787203856,-22.766363361611553,1.4704040709320623,31.548578701739498,-6.0,102.70796947460622,-112.44444274902344,112.62428475398337,-162.77777099609375,79.94775979826227,-101.77777862548828,101.01959968003212,32.22222137451172,92.0881348317489,-85.66666412353516,108.5027578456502,-116.70796947460622,-108.70796947460622,-24.375715246016625,0.17984200495993719,-115.05224020173773,-82.83001119783148,-17.980400319967885,-0.7581789454561658,-56.0881348317489,-59.865913457237184,12.502757845650194,22.836093722115038,133.0,147.1293108530434,-14.129310853043393,96.11111450195312,194.0,124.34114455143562,69.65885544856438,100.77777862548828,95.11111450195312,137.33680356574754,-42.22568906379442,95.77777862548828,2.194719677261242,1.982327450429509
