Date,Chip (px),Resolution (px),Prefilter,Subpixel,Software,Vx,Vy
LS8-20180802-20180818,multi,16,Gau,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l34_gaus_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l34_gaus_200.tif
LS8-20180802-20180818,multi,4,Gau,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l34_gaus_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l34_gaus_50.tif
LS8-20180802-20180818,multi,16,None,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l34_r_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l34_r_200.tif
LS8-20180802-20180818,multi,4,None,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l34_r_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l34_r_50.tif
Sen2-20180304-20180314,multi,20,NAOF,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s12_NAOF_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s12_NAOF_200.tif
Sen2-20180304-20180314,multi,5,NAOF,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s12_NAOF_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s12_NAOF_50.tif
Sen2-20180304-20180314,multi,20,Gau,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s12_gaus_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s12_gaus_200.tif
Sen2-20180304-20180314,multi,5,Gau,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s12_gaus_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s12_gaus_50.tif
Sen2-20180304-20180314,multi,20,None,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s12_r_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s12_r_200.tif
Sen2-20180304-20180314,multi,5,None,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s12_r_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s12_r_50.tif
Sen2-20180508-20180627,multi,20,NAOF,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s34_NAOF_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s34_NAOF_200.tif
Sen2-20180508-20180627,multi,5,NAOF,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s34_NAOF_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s34_NAOF_50.tif
Sen2-20180508-20180627,multi,20,Gau,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s34_gaus_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s34_gaus_200.tif
Sen2-20180508-20180627,multi,5,Gau,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s34_gaus_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s34_gaus_50.tif
Sen2-20180508-20180627,multi,20,None,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s34_r_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s34_r_200.tif
Sen2-20180508-20180627,multi,5,None,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s34_r_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s34_r_50.tif
LS8-20180304-20180405,31,1,Gau,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_31px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_31px_spm1-F_vy.tif
LS8-20180304-20180405,65,1,Gau,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_65px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_65px_spm1-F_vy.tif
LS8-20180802-20180818,31,1,Gau,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_31px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_31px_spm1-F_vy.tif
LS8-20180802-20180818,65,1,Gau,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_65px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_65px_spm1-F_vy.tif
Sen2-20180304-20180314,31,1,Gau,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_vmap_minm_31px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_vmap_minm_31px_spm1-F_vy.tif
Sen2-20180304-20180314,65,1,Gau,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_vmap_minm_65px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_vmap_minm_65px_spm1-F_vy.tif
Sen2-20180508-20180627,31,1,Gau,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_vmap_minm_31px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_vmap_minm_31px_spm1-F_vy.tif
Sen2-20180508-20180627,65,1,Gau,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_vmap_minm_65px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_vmap_minm_65px_spm1-F_vy.tif
LS8-20180304-20180405,31,1,None,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_31px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_31px_spm1-F_vy.tif
LS8-20180304-20180405,65,1,None,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_65px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_65px_spm1-F_vy.tif
LS8-20180802-20180818,31,1,None,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_31px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_31px_spm1-F_vy.tif
LS8-20180802-20180818,65,1,None,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_65px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_65px_spm1-F_vy.tif
Sen2-20180304-20180314,31,1,None,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_vmap_minm_31px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_vmap_minm_31px_spm1-F_vy.tif
Sen2-20180304-20180314,65,1,None,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_vmap_minm_65px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_vmap_minm_65px_spm1-F_vy.tif
Sen2-20180508-20180627,31,1,None,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_vmap_minm_31px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_vmap_minm_31px_spm1-F_vy.tif
Sen2-20180508-20180627,65,1,None,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_vmap_minm_65px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_vmap_minm_65px_spm1-F_vy.tif
LS8-20180304-20180405,31,1,LoG,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_31px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_31px_spm1-F_vy.tif
LS8-20180304-20180405,31,1,LoG,affine adaptive,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_31px_spm2-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_31px_spm2-F_vy.tif
LS8-20180304-20180405,31,1,LoG,affine,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_31px_spm3-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_31px_spm3-F_vy.tif
LS8-20180802-20180818,31,1,LoG,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_31px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_31px_spm1-F_vy.tif
LS8-20180802-20180818,31,1,LoG,affine adaptive,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_31px_spm2-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_31px_spm2-F_vy.tif
LS8-20180802-20180818,31,1,LoG,affine,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_31px_spm3-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_31px_spm3-F_vy.tif
Sen2-20180304-20180314,31,1,LoG,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_vmap_minm_31px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_vmap_minm_31px_spm1-F_vy.tif
Sen2-20180304-20180314,31,1,LoG,affine adaptive,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_vmap_minm_31px_spm2-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_vmap_minm_31px_spm2-F_vy.tif
Sen2-20180304-20180314,31,1,LoG,affine,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_vmap_minm_31px_spm3-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_vmap_minm_31px_spm3-F_vy.tif
Sen2-20180508-20180627,31,1,LoG,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_vmap_minm_31px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_vmap_minm_31px_spm1-F_vy.tif
Sen2-20180508-20180627,31,1,LoG,affine adaptive,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_vmap_minm_31px_spm2-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_vmap_minm_31px_spm2-F_vy.tif
Sen2-20180508-20180627,31,1,LoG,affine,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_vmap_minm_31px_spm3-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_vmap_minm_31px_spm3-F_vy.tif
LS8-20180304-20180405,32,4,None,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_min_min_chip_32.0_max_chip_32.0_skip_rate_4/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_warp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_warp_15.0_min_chip_32.0_max_chip_32.0_skip_rate_4-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_min_min_chip_32.0_max_chip_32.0_skip_rate_4/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_warp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_warp_15.0_min_chip_32.0_max_chip_32.0_skip_rate_4-vy.tif
LS8-20180304-20180405,32,8,None,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_min_min_chip_32.0_max_chip_32.0_skip_rate_8/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_warp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_warp_15.0_min_chip_32.0_max_chip_32.0_skip_rate_8-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_min_min_chip_32.0_max_chip_32.0_skip_rate_8/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_warp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_warp_15.0_min_chip_32.0_max_chip_32.0_skip_rate_8-vy.tif
LS8-20180304-20180405,64,4,None,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_min_min_chip_64.0_max_chip_64.0_skip_rate_4/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_warp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_warp_15.0_min_chip_64.0_max_chip_64.0_skip_rate_4-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_min_min_chip_64.0_max_chip_64.0_skip_rate_4/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_warp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_warp_15.0_min_chip_64.0_max_chip_64.0_skip_rate_4-vy.tif
LS8-20180304-20180405,64,8,None,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_min_min_chip_64.0_max_chip_64.0_skip_rate_8/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_warp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_warp_15.0_min_chip_64.0_max_chip_64.0_skip_rate_8-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_min_min_chip_64.0_max_chip_64.0_skip_rate_8/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_warp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_warp_15.0_min_chip_64.0_max_chip_64.0_skip_rate_8-vy.tif
LS8-20180304-20180405,32,4,Gau,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_gauss_hp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_gauss_hp_min_min_chip_32.0_max_chip_32.0_skip_rate_4/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_gauss_hp_warp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_gauss_hp_warp_15.0_min_chip_32.0_max_chip_32.0_skip_rate_4-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_gauss_hp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_gauss_hp_min_min_chip_32.0_max_chip_32.0_skip_rate_4/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_gauss_hp_warp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_gauss_hp_warp_15.0_min_chip_32.0_max_chip_32.0_skip_rate_4-vy.tif
LS8-20180304-20180405,32,8,Gau,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_gauss_hp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_gauss_hp_min_min_chip_32.0_max_chip_32.0_skip_rate_8/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_gauss_hp_warp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_gauss_hp_warp_15.0_min_chip_32.0_max_chip_32.0_skip_rate_8-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_gauss_hp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_gauss_hp_min_min_chip_32.0_max_chip_32.0_skip_rate_8/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_gauss_hp_warp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_gauss_hp_warp_15.0_min_chip_32.0_max_chip_32.0_skip_rate_8-vy.tif
LS8-20180304-20180405,64,4,Gau,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_gauss_hp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_gauss_hp_min_min_chip_64.0_max_chip_64.0_skip_rate_4/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_gauss_hp_warp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_gauss_hp_warp_15.0_min_chip_64.0_max_chip_64.0_skip_rate_4-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_gauss_hp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_gauss_hp_min_min_chip_64.0_max_chip_64.0_skip_rate_4/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_gauss_hp_warp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_gauss_hp_warp_15.0_min_chip_64.0_max_chip_64.0_skip_rate_4-vy.tif
LS8-20180304-20180405,64,8,Gau,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_gauss_hp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_gauss_hp_min_min_chip_64.0_max_chip_64.0_skip_rate_8/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_gauss_hp_warp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_gauss_hp_warp_15.0_min_chip_64.0_max_chip_64.0_skip_rate_8-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_gauss_hp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_gauss_hp_min_min_chip_64.0_max_chip_64.0_skip_rate_8/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_gauss_hp_warp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_gauss_hp_warp_15.0_min_chip_64.0_max_chip_64.0_skip_rate_8-vy.tif
LS8-20180304-20180405,32,4,NAOF,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_naof2__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_naof2_min_min_chip_32.0_max_chip_32.0_skip_rate_4/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_naof2_warp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_naof2_warp_15.0_min_chip_32.0_max_chip_32.0_skip_rate_4-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_naof2__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_naof2_min_min_chip_32.0_max_chip_32.0_skip_rate_4/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_naof2_warp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_naof2_warp_15.0_min_chip_32.0_max_chip_32.0_skip_rate_4-vy.tif
LS8-20180304-20180405,32,8,NAOF,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_naof2__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_naof2_min_min_chip_32.0_max_chip_32.0_skip_rate_8/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_naof2_warp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_naof2_warp_15.0_min_chip_32.0_max_chip_32.0_skip_rate_8-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_naof2__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_naof2_min_min_chip_32.0_max_chip_32.0_skip_rate_8/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s_naof2_warp__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_naof2_warp_15.0_min_chip_32.0_max_chip_32.0_skip_rate_8-vy.tif
