Date,Chip (px),Resolution (px),Prefilter,Subpixel,Software,Vx,Vy
Sen2-20180304-20180314,48,12,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip48_skip12_Gau/20180304-20180314_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip48_skip12_Gau/20180304-20180314_velo-raw_vy.tif
Sen2-20180304-20180314,48,12,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip48_skip12_NAOF/20180304-20180314_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip48_skip12_NAOF/20180304-20180314_velo-raw_vy.tif
Sen2-20180304-20180314,48,12,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip48_skip12_None/20180304-20180314_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip48_skip12_None/20180304-20180314_velo-raw_vy.tif
Sen2-20180304-20180314,48,1,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip48_skip1_Gau/20180304-20180314_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip48_skip1_Gau/20180304-20180314_velo-raw_vy.tif
Sen2-20180304-20180314,48,1,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip48_skip1_NAOF/20180304-20180314_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip48_skip1_NAOF/20180304-20180314_velo-raw_vy.tif
Sen2-20180304-20180314,48,1,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip48_skip1_None/20180304-20180314_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip48_skip1_None/20180304-20180314_velo-raw_vy.tif
Sen2-20180304-20180314,48,4,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip48_skip4_Gau/20180304-20180314_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip48_skip4_Gau/20180304-20180314_velo-raw_vy.tif
Sen2-20180304-20180314,48,4,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip48_skip4_NAOF/20180304-20180314_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip48_skip4_NAOF/20180304-20180314_velo-raw_vy.tif
Sen2-20180304-20180314,48,4,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip48_skip4_None/20180304-20180314_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip48_skip4_None/20180304-20180314_velo-raw_vy.tif
Sen2-20180304-20180314,64,12,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip64_skip12_Gau/20180304-20180314_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip64_skip12_Gau/20180304-20180314_velo-raw_vy.tif
Sen2-20180304-20180314,64,12,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip64_skip12_NAOF/20180304-20180314_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip64_skip12_NAOF/20180304-20180314_velo-raw_vy.tif
Sen2-20180304-20180314,64,12,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip64_skip12_None/20180304-20180314_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip64_skip12_None/20180304-20180314_velo-raw_vy.tif
Sen2-20180304-20180314,64,1,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip64_skip1_Gau/20180304-20180314_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip64_skip1_Gau/20180304-20180314_velo-raw_vy.tif
Sen2-20180304-20180314,64,1,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip64_skip1_NAOF/20180304-20180314_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip64_skip1_NAOF/20180304-20180314_velo-raw_vy.tif
Sen2-20180304-20180314,64,1,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip64_skip1_None/20180304-20180314_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip64_skip1_None/20180304-20180314_velo-raw_vy.tif
Sen2-20180304-20180314,64,4,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip64_skip4_Gau/20180304-20180314_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip64_skip4_Gau/20180304-20180314_velo-raw_vy.tif
Sen2-20180304-20180314,64,4,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip64_skip4_NAOF/20180304-20180314_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip64_skip4_NAOF/20180304-20180314_velo-raw_vy.tif
Sen2-20180304-20180314,64,4,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip64_skip4_None/20180304-20180314_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180314_Sen2-T07VFH_chip64_skip4_None/20180304-20180314_velo-raw_vy.tif
LS8-20180304-20180405,32,1,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip32_skip1_Gau/20180304-20180405_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip32_skip1_Gau/20180304-20180405_velo-raw_vy.tif
LS8-20180304-20180405,32,1,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip32_skip1_NAOF/20180304-20180405_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip32_skip1_NAOF/20180304-20180405_velo-raw_vy.tif
LS8-20180304-20180405,32,1,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip32_skip1_None/20180304-20180405_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip32_skip1_None/20180304-20180405_velo-raw_vy.tif
LS8-20180304-20180405,32,4,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip32_skip4_Gau/20180304-20180405_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip32_skip4_Gau/20180304-20180405_velo-raw_vy.tif
LS8-20180304-20180405,32,4,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip32_skip4_NAOF/20180304-20180405_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip32_skip4_NAOF/20180304-20180405_velo-raw_vy.tif
LS8-20180304-20180405,32,4,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip32_skip4_None/20180304-20180405_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip32_skip4_None/20180304-20180405_velo-raw_vy.tif
LS8-20180304-20180405,32,8,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip32_skip8_Gau/20180304-20180405_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip32_skip8_Gau/20180304-20180405_velo-raw_vy.tif
LS8-20180304-20180405,32,8,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip32_skip8_NAOF/20180304-20180405_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip32_skip8_NAOF/20180304-20180405_velo-raw_vy.tif
LS8-20180304-20180405,32,8,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip32_skip8_None/20180304-20180405_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip32_skip8_None/20180304-20180405_velo-raw_vy.tif
LS8-20180304-20180405,64,1,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip64_skip1_Gau/20180304-20180405_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip64_skip1_Gau/20180304-20180405_velo-raw_vy.tif
LS8-20180304-20180405,64,1,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip64_skip1_NAOF/20180304-20180405_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip64_skip1_NAOF/20180304-20180405_velo-raw_vy.tif
LS8-20180304-20180405,64,1,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip64_skip1_None/20180304-20180405_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip64_skip1_None/20180304-20180405_velo-raw_vy.tif
LS8-20180304-20180405,64,4,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip64_skip4_Gau/20180304-20180405_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip64_skip4_Gau/20180304-20180405_velo-raw_vy.tif
LS8-20180304-20180405,64,4,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip64_skip4_NAOF/20180304-20180405_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip64_skip4_NAOF/20180304-20180405_velo-raw_vy.tif
LS8-20180304-20180405,64,4,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip64_skip4_None/20180304-20180405_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip64_skip4_None/20180304-20180405_velo-raw_vy.tif
LS8-20180304-20180405,64,8,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip64_skip8_Gau/20180304-20180405_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip64_skip8_Gau/20180304-20180405_velo-raw_vy.tif
LS8-20180304-20180405,64,8,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip64_skip8_NAOF/20180304-20180405_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip64_skip8_NAOF/20180304-20180405_velo-raw_vy.tif
LS8-20180304-20180405,64,8,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip64_skip8_None/20180304-20180405_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180304_20180405_LS8-061018_chip64_skip8_None/20180304-20180405_velo-raw_vy.tif
Sen2-20180508-20180627,48,12,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip48_skip12_Gau/20180508-20180627_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip48_skip12_Gau/20180508-20180627_velo-raw_vy.tif
Sen2-20180508-20180627,48,12,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip48_skip12_NAOF/20180508-20180627_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip48_skip12_NAOF/20180508-20180627_velo-raw_vy.tif
Sen2-20180508-20180627,48,12,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip48_skip12_None/20180508-20180627_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip48_skip12_None/20180508-20180627_velo-raw_vy.tif
Sen2-20180508-20180627,48,1,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip48_skip1_Gau/20180508-20180627_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip48_skip1_Gau/20180508-20180627_velo-raw_vy.tif
Sen2-20180508-20180627,48,1,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip48_skip1_NAOF/20180508-20180627_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip48_skip1_NAOF/20180508-20180627_velo-raw_vy.tif
Sen2-20180508-20180627,48,1,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip48_skip1_None/20180508-20180627_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip48_skip1_None/20180508-20180627_velo-raw_vy.tif
Sen2-20180508-20180627,48,4,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip48_skip4_Gau/20180508-20180627_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip48_skip4_Gau/20180508-20180627_velo-raw_vy.tif
Sen2-20180508-20180627,48,4,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip48_skip4_NAOF/20180508-20180627_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip48_skip4_NAOF/20180508-20180627_velo-raw_vy.tif
Sen2-20180508-20180627,48,4,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip48_skip4_None/20180508-20180627_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip48_skip4_None/20180508-20180627_velo-raw_vy.tif
Sen2-20180508-20180627,64,12,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip64_skip12_Gau/20180508-20180627_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip64_skip12_Gau/20180508-20180627_velo-raw_vy.tif
Sen2-20180508-20180627,64,12,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip64_skip12_NAOF/20180508-20180627_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip64_skip12_NAOF/20180508-20180627_velo-raw_vy.tif
Sen2-20180508-20180627,64,12,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip64_skip12_None/20180508-20180627_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip64_skip12_None/20180508-20180627_velo-raw_vy.tif
Sen2-20180508-20180627,64,1,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip64_skip1_Gau/20180508-20180627_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip64_skip1_Gau/20180508-20180627_velo-raw_vy.tif
Sen2-20180508-20180627,64,1,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip64_skip1_NAOF/20180508-20180627_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip64_skip1_NAOF/20180508-20180627_velo-raw_vy.tif
Sen2-20180508-20180627,64,1,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip64_skip1_None/20180508-20180627_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip64_skip1_None/20180508-20180627_velo-raw_vy.tif
Sen2-20180508-20180627,64,4,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip64_skip4_Gau/20180508-20180627_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip64_skip4_Gau/20180508-20180627_velo-raw_vy.tif
Sen2-20180508-20180627,64,4,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip64_skip4_NAOF/20180508-20180627_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip64_skip4_NAOF/20180508-20180627_velo-raw_vy.tif
Sen2-20180508-20180627,64,4,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip64_skip4_None/20180508-20180627_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180508_20180627_Sen2-T07VFH_chip64_skip4_None/20180508-20180627_velo-raw_vy.tif
LS8-20180802-20180818,32,1,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip1_Gau/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip1_Gau/20180802-20180818_velo-raw_vy.tif
LS8-20180802-20180818,32,1,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip1_NAOF/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip1_NAOF/20180802-20180818_velo-raw_vy.tif
LS8-20180802-20180818,32,1,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip1_None/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip1_None/20180802-20180818_velo-raw_vy.tif
LS8-20180802-20180818,32,4,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip4_Gau/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip4_Gau/20180802-20180818_velo-raw_vy.tif
LS8-20180802-20180818,32,4,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip4_NAOF/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip4_NAOF/20180802-20180818_velo-raw_vy.tif
LS8-20180802-20180818,32,4,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip4_None/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip4_None/20180802-20180818_velo-raw_vy.tif
LS8-20180802-20180818,32,8,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip8_Gau/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip8_Gau/20180802-20180818_velo-raw_vy.tif
LS8-20180802-20180818,32,8,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip8_NAOF/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip8_NAOF/20180802-20180818_velo-raw_vy.tif
LS8-20180802-20180818,32,8,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip8_None/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip8_None/20180802-20180818_velo-raw_vy.tif
LS8-20180802-20180818,64,1,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip1_Gau/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip1_Gau/20180802-20180818_velo-raw_vy.tif
LS8-20180802-20180818,64,1,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip1_NAOF/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip1_NAOF/20180802-20180818_velo-raw_vy.tif
LS8-20180802-20180818,64,1,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip1_None/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip1_None/20180802-20180818_velo-raw_vy.tif
LS8-20180802-20180818,64,4,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip4_Gau/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip4_Gau/20180802-20180818_velo-raw_vy.tif
LS8-20180802-20180818,64,4,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip4_NAOF/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip4_NAOF/20180802-20180818_velo-raw_vy.tif
LS8-20180802-20180818,64,4,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip4_None/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip4_None/20180802-20180818_velo-raw_vy.tif
LS8-20180802-20180818,64,8,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip8_Gau/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip8_Gau/20180802-20180818_velo-raw_vy.tif
LS8-20180802-20180818,64,8,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip8_NAOF/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip8_NAOF/20180802-20180818_velo-raw_vy.tif
LS8-20180802-20180818,64,8,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip8_None/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip8_None/20180802-20180818_velo-raw_vy.tif
LS8-20180304-20180405,multi,16,NAOF,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l12_NAOF_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l12_NAOF_200.tif
LS8-20180304-20180405,multi,4,NAOF,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l12_NAOF_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l12_NAOF_50.tif
LS8-20180304-20180405,multi,16,Gau,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l12_gaus_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l12_gaus_200.tif
LS8-20180304-20180405,multi,4,Gau,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l12_gaus_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l12_gaus_50.tif
LS8-20180304-20180405,multi,16,None,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l12_r_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l12_r_200.tif
LS8-20180304-20180405,multi,4,None,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l12_r_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l12_r_50.tif
LS8-20180802-20180818,multi,16,NAOF,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l34_NAOF_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l34_NAOF_200.tif
LS8-20180802-20180818,multi,4,NAOF,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l34_NAOF_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l34_NAOF_50.tif
