Date,Duration (days),Template size (px),Template size (m),Pixel spacing (px),Pixel spacing (m),Prefilter,Subpixel,Software,Vx,Vy,SAV-uncertainty-x,SAV-uncertainty-y,SAV-peak-x,SAV-peak-y
LS8-20180802-20180818,16,32,480,1,15,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip1_NAOF/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip1_NAOF/20180802-20180818_velo-raw_vy.tif,0.11136743510003293,0.11136743510003294,0.03208106087750082,0.01392092938750411
LS8-20180802-20180818,16,32,480,1,15,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip1_None/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip1_None/20180802-20180818_velo-raw_vy.tif,0.1372763559083345,0.15342651542696212,0.05455621012034309,0.03840605060171548
LS8-20180802-20180818,16,32,480,4,60,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip4_Gau/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip4_Gau/20180802-20180818_velo-raw_vy.tif,0.1526494252173702,0.1571391141943517,0.04512468306905559,0.04276594193094441
LS8-20180802-20180818,16,32,480,4,60,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip4_NAOF/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip4_NAOF/20180802-20180818_velo-raw_vy.tif,0.13231324744838355,0.13231324744838352,0.03343166398276198,0.01240436694828595
LS8-20180802-20180818,16,32,480,4,60,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip4_None/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip4_None/20180802-20180818_velo-raw_vy.tif,0.17350233915042187,0.19085257306546408,0.05281033869498597,0.0412435160849578
LS8-20180802-20180818,16,32,480,8,120,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip8_Gau/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip8_Gau/20180802-20180818_velo-raw_vy.tif,0.16841430402605484,0.17367725102686904,0.042804908997557345,0.045085716002442655
LS8-20180802-20180818,16,32,480,8,120,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip8_NAOF/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip8_NAOF/20180802-20180818_velo-raw_vy.tif,0.1607463123142207,0.1607463123142207,0.034024707715124114,0.012052051465124114
LS8-20180802-20180818,16,32,480,8,120,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip8_None/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip32_skip8_None/20180802-20180818_velo-raw_vy.tif,0.1891625632891184,0.20689655359747328,0.05268241989721506,0.05268241989721506
LS8-20180802-20180818,16,64,960,1,15,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip1_Gau/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip1_Gau/20180802-20180818_velo-raw_vy.tif,0.05658181251859871,0.06668570761120561,0.06061452901852141,0.02727609598147865
LS8-20180802-20180818,16,64,960,1,15,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip1_NAOF/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip1_NAOF/20180802-20180818_velo-raw_vy.tif,0.03630918212257961,0.03403985823991839,0.028162213058669394,-0.0011346619413306058
LS8-20180802-20180818,16,64,960,1,15,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip1_None/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip1_None/20180802-20180818_velo-raw_vy.tif,0.09042444392957244,0.11051876480281075,0.05524469652112696,0.03515037564788864
LS8-20180802-20180818,16,64,960,4,60,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip4_Gau/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip4_Gau/20180802-20180818_velo-raw_vy.tif,0.06154496073005019,0.0681390636654127,0.0563957156882125,0.013910634817487444
LS8-20180802-20180818,16,64,960,4,60,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip4_NAOF/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip4_NAOF/20180802-20180818_velo-raw_vy.tif,0.04086368020947609,0.026884000137813217,0.030372235005512532,0.0010753600055125323
LS8-20180802-20180818,16,64,960,4,60,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip4_None/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip4_None/20180802-20180818_velo-raw_vy.tif,0.11518516819027617,0.1271008752444427,0.06256565235138883,0.0466780429458335
LS8-20180802-20180818,16,64,960,8,120,Gau,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip8_Gau/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip8_Gau/20180802-20180818_velo-raw_vy.tif,0.0639987125652312,0.06857004917703341,0.05173674508229664,0.01605007899688997
LS8-20180802-20180818,16,64,960,8,120,NAOF,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip8_NAOF/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip8_NAOF/20180802-20180818_velo-raw_vy.tif,0.04292177998806414,0.038897863114183126,0.027955569375372996,0.0013413056246270039
LS8-20180802-20180818,16,64,960,8,120,None,16-node oversampling,CARST,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip8_None/20180802-20180818_velo-raw_vx.tif,/home/jovyan/Projects/PX_comparison/PX/CARST/20180802_20180818_LS8-062017_chip64_skip8_None/20180802-20180818_velo-raw_vy.tif,0.1239131819867727,0.1367317870198871,0.05432088165562854,0.04577514496688559
LS8-20180304-20180405,32,varying: multi-pass,varying: multi-pass,15.13,242.1,NAOF,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l12_NAOF_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l12_NAOF_200.tif,0.24273321303083428,0.26784354541333444,-0.02505083588736723,0.03162417316161631
LS8-20180304-20180405,32,varying: multi-pass,varying: multi-pass,4.009,60.14,NAOF,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l12_NAOF_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l12_NAOF_50.tif,0.2938380914972847,0.33835901445141875,-0.015986738909881892,0.014996407570733505
LS8-20180304-20180405,32,varying: multi-pass,varying: multi-pass,15.13,242.1,Gau,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l12_gaus_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l12_gaus_200.tif,0.38268868343944173,0.3826886834394417,0.004805176854893012,0.01619574165278126
LS8-20180304-20180405,32,varying: multi-pass,varying: multi-pass,4.009,60.14,Gau,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l12_gaus_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l12_gaus_50.tif,0.5237485671931198,0.5237485671931198,-0.020483947238491007,0.02766479235234587
LS8-20180304-20180405,32,varying: multi-pass,varying: multi-pass,15.13,242.1,None,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l12_r_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l12_r_200.tif,0.8123351523894345,0.8362273627538297,0.023785191793626037,0.0794459136496457
LS8-20180304-20180405,32,varying: multi-pass,varying: multi-pass,4.009,60.14,None,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l12_r_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l12_r_50.tif,0.870608805523315,0.870608805523315,-0.025611893296492383,0.050775009598255316
LS8-20180802-20180818,16,varying: multi-pass,varying: multi-pass,15.13,242.1,NAOF,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l34_NAOF_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l34_NAOF_200.tif,0.09518193858369497,0.11633348049118271,0.05511769795278579,-0.007389902237147333
LS8-20180802-20180818,16,varying: multi-pass,varying: multi-pass,4.009,60.14,NAOF,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l34_NAOF_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l34_NAOF_50.tif,0.19289514198530605,0.1991175659203159,0.035600466551166166,0.0023722408584489485
LS8-20180802-20180818,16,varying: multi-pass,varying: multi-pass,15.13,242.1,Gau,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l34_gaus_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l34_gaus_200.tif,0.10297887872596215,0.10297887872596212,0.02645499715092761,-0.015513686771575552
LS8-20180802-20180818,16,varying: multi-pass,varying: multi-pass,4.009,60.14,Gau,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l34_gaus_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l34_gaus_50.tif,0.28234440529643234,0.26857150747709413,0.01617068601293481,-0.016984017256769568
LS8-20180802-20180818,16,varying: multi-pass,varying: multi-pass,15.13,242.1,None,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l34_r_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l34_r_200.tif,0.4523035665273793,0.4523035665273793,0.012961898521566262,-0.04610767517392533
LS8-20180802-20180818,16,varying: multi-pass,varying: multi-pass,4.009,60.14,None,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_l34_r_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_l34_r_50.tif,0.18281313821020742,0.1946075342237692,0.028249791546439584,-0.011708100208905725
Sen2-20180304-20180314,10,varying: multi-pass,varying: multi-pass,16.04,160.4,NAOF,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s12_NAOF_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s12_NAOF_200.tif,0.31578140121575154,0.30559490440234016,-0.09746111777720445,-0.2280172194314578
Sen2-20180304-20180314,10,varying: multi-pass,varying: multi-pass,4.003,40.03,NAOF,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s12_NAOF_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s12_NAOF_50.tif,1.2060005511272924,1.2060005511272924,-0.10940129080753858,-0.17886527475480918
Sen2-20180304-20180314,10,varying: multi-pass,varying: multi-pass,16.04,160.4,Gau,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s12_gaus_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s12_gaus_200.tif,0.5667580065605538,0.5856499401125723,-0.07684146808280667,-0.1214376725514239
Sen2-20180304-20180314,10,varying: multi-pass,varying: multi-pass,4.003,40.03,Gau,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s12_gaus_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s12_gaus_50.tif,0.8817023913145529,0.8817023913145529,-0.07006428512322005,-0.09536735909566585
Sen2-20180304-20180314,10,varying: multi-pass,varying: multi-pass,16.04,160.4,None,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s12_r_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s12_r_200.tif,0.8007997669943645,0.8007997669943645,-0.0145949163092427,-0.060041409069011786
Sen2-20180304-20180314,10,varying: multi-pass,varying: multi-pass,4.003,40.03,None,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s12_r_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s12_r_50.tif,0.8230155527972319,0.8230155527972319,-0.05480399710368511,-0.06364150891129183
Sen2-20180508-20180627,50,varying: multi-pass,varying: multi-pass,16.04,160.4,NAOF,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s34_NAOF_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s34_NAOF_200.tif,0.171001269095863,0.20764439818783365,0.051210622541990714,0.024824150126430522
Sen2-20180508-20180627,50,varying: multi-pass,varying: multi-pass,4.003,40.03,NAOF,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s34_NAOF_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s34_NAOF_50.tif,0.20796852825182932,0.22876538107701228,0.039969589253649074,0.013411521531225878
Sen2-20180508-20180627,50,varying: multi-pass,varying: multi-pass,16.04,160.4,Gau,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s34_gaus_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s34_gaus_200.tif,0.29704909056028994,0.30695072691229963,0.047319572008560296,0.012240791394572459
Sen2-20180508-20180627,50,varying: multi-pass,varying: multi-pass,4.003,40.03,Gau,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s34_gaus_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s34_gaus_50.tif,0.48370350977488186,0.4971397183797397,0.04038745498990359,0.026297135006259742
Sen2-20180508-20180627,50,varying: multi-pass,varying: multi-pass,16.04,160.4,None,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s34_r_200.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s34_r_200.tif,0.6485462047918636,0.6917826184446545,0.050469661821986644,0.05379951967358543
Sen2-20180508-20180627,50,varying: multi-pass,varying: multi-pass,4.003,40.03,None,interest point groups,GIV,/home/jovyan/Projects/PX_comparison/PX/GIV/u_s34_r_50.tif,/home/jovyan/Projects/PX_comparison/PX/GIV/v_s34_r_50.tif,0.39601057473388207,0.43095268426922456,0.0036810548408103827,0.0009673217097135867
LS8-20180304-20180405,32,31,465,1,15,Gau,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_31px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_31px_spm1-F_vy.tif,0.09191990945669537,0.09749081306013146,-0.009904448782800862,-0.018559928708968276
LS8-20180304-20180405,32,65,975,1,15,Gau,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_65px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_65px_spm1-F_vy.tif,0.05724148168765416,0.07105839106053619,-0.00866858934290693,-0.02434950582466977
LS8-20180802-20180818,16,31,465,1,15,Gau,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_31px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_31px_spm1-F_vy.tif,0.04863061005490833,0.05019933941151829,0.03248466394909537,0.01125977351786478
LS8-20180802-20180818,16,65,975,1,15,Gau,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_65px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_65px_spm1-F_vy.tif,0.0291859830440767,0.03704374770978966,0.03409700410895265,0.012227872624463912
Sen2-20180304-20180314,10,31,310,1,10,Gau,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_vmap_minm_31px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_vmap_minm_31px_spm1-F_vy.tif,0.14474884857946757,0.1736986182953611,-0.04870586012476491,0.14765375970821987
Sen2-20180304-20180314,10,65,650,1,10,Gau,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_vmap_minm_65px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_vmap_minm_65px_spm1-F_vy.tif,0.11351734385622435,0.15135645847496582,-0.03969883339797531,0.1379568046731215
Sen2-20180508-20180627,50,31,310,1,10,Gau,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_vmap_minm_31px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_vmap_minm_31px_spm1-F_vy.tif,0.0682470441199999,0.11090144669499984,0.037901895988576684,-0.026125284779660973
Sen2-20180508-20180627,50,65,650,1,10,Gau,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_vmap_minm_65px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/gaussfilter/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_vmap_minm_65px_spm1-F_vy.tif,0.05755051181726902,0.1046372942132164,0.03907292710740762,-0.028637532164647178
LS8-20180304-20180405,32,31,465,1,15,None,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_31px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_31px_spm1-F_vy.tif,0.1701274392105095,0.15466130837319045,-0.004333832445403696,-0.03682830199118531
LS8-20180304-20180405,32,65,975,1,15,None,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_65px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_65px_spm1-F_vy.tif,0.14035255076128728,0.14912458518386773,0.0007909882073720564,-0.04917047720351614
LS8-20180802-20180818,16,31,465,1,15,None,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_31px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_31px_spm1-F_vy.tif,0.21327495107842326,0.19328042441482107,0.029278069880544877,0.04391998812252257
LS8-20180802-20180818,16,65,975,1,15,None,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_65px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_65px_spm1-F_vy.tif,0.15038663065074587,0.13749634802353908,0.03991674991324934,0.04269048957153765
Sen2-20180304-20180314,10,31,310,1,10,None,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_vmap_minm_31px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_vmap_minm_31px_spm1-F_vy.tif,0.3048129115618061,0.3048129115618062,-0.04164537978327876,0.14337703776515132
Sen2-20180304-20180314,10,65,650,1,10,None,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_vmap_minm_65px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_vmap_minm_65px_spm1-F_vy.tif,0.28310997034023244,0.31239720865129095,-0.02637983216468287,0.11915918336685705
Sen2-20180508-20180627,50,31,310,1,10,None,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_vmap_minm_31px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_vmap_minm_31px_spm1-F_vy.tif,0.2896112989472724,0.27995758898236334,0.046511076254687866,-0.11771217720016047
Sen2-20180508-20180627,50,65,650,1,10,None,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_vmap_minm_65px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/parabolic_subpixel/noprefilter/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_vmap_minm_65px_spm1-F_vy.tif,0.2403796986237564,0.29840238449845624,0.04444663021240902,-0.09557389673318195
LS8-20180304-20180405,32,31,465,1,15,LoG,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_31px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_31px_spm1-F_vy.tif,0.13196399614778503,0.1443356207866399,-0.014478589347739795,-0.02603973012795152
LS8-20180304-20180405,32,31,465,1,15,LoG,affine adaptive,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_31px_spm2-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_31px_spm2-F_vy.tif,0.21298682062718644,0.23295433506098517,-0.01670952587354102,-0.027652827531641444
LS8-20180304-20180405,32,31,465,1,15,LoG,affine,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_31px_spm3-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/LC08_L1TP_061018_20180304_20180319_01_T1_B8_s__LC08_L1TP_061018_20180405_20180417_01_T1_B8_s_vmap_minm_31px_spm3-F_vy.tif,0.19008085319838036,0.20908893851821841,-0.018634068531937442,-0.03890941744841209
LS8-20180802-20180818,16,31,465,1,15,LoG,parabolic,Vmap,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_31px_spm1-F_vx.tif,/home/jovyan/Projects/PX_comparison/PX/Vmap/subpixel_comparison/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_vmap_minm_31px_spm1-F_vy.tif,0.07650793267529282,0.08144392833176332,0.04231956274222337,0.022969701840927087
